,gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event,game_playid,ball_snap,frames_after_snap,height,weight,birthDate,collegeName,officialPosition,displayName,pff_role,pff_positionLinedUp,pff_hit,pff_hurry,pff_sack,pff_beatenByDefender,pff_hitAllowed,pff_hurryAllowed,pff_sackAllowed,pff_nflIdBlockedPlayer,pff_blockType,pff_backFieldBlock,x_o,y_o
119392,2021091910,3027,35454.0,26.0,2021-09-19T22:24:31.600,90.0,TB,left,55.78,32.88,0.3,2.15,0.04,112.06,76.16,pass_forward,2021091910_3027,1.0,20.0,6-5,275,1989-01-01,South Florida,DE,Jason Pierre-Paul,Pass Rush,LILB,0.0,0.0,0.0,,,,,,,,56.28851630843698,32.018947641514394
119393,2021091910,3027,41232.0,6.0,2021-09-19T22:24:29.600,70.0,ATL,left,54.46,27.17,0.0,0.0,0.01,287.57,72.07,ball_snap,2021091910_3027,1.0,0.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,54.57402366189974,26.17652196575517
119394,2021091910,3027,41232.0,7.0,2021-09-19T22:24:29.700,70.0,ATL,left,54.46,27.17,0.0,0.0,0.0,287.57,80.7,None,2021091910_3027,1.0,1.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,54.57402366189974,26.17652196575517
119395,2021091910,3027,41232.0,8.0,2021-09-19T22:24:29.800,70.0,ATL,left,54.47,27.16,0.06,1.14,0.01,289.47,107.56,None,2021091910_3027,1.0,2.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,55.37326569065363,27.58908168463361
119396,2021091910,3027,41232.0,9.0,2021-09-19T22:24:29.900,70.0,ATL,left,54.5,27.15,0.35,2.78,0.03,285.17,108.48,None,2021091910_3027,1.0,3.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,53.7448618354734,27.805565673655504
119397,2021091910,3027,41232.0,10.0,2021-09-19T22:24:30.000,70.0,ATL,left,54.57,27.13,0.91,4.78,0.07,287.02,109.77,None,2021091910_3027,1.0,4.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,54.14792968714163,26.22343690180791
119398,2021091910,3027,41232.0,11.0,2021-09-19T22:24:30.100,70.0,ATL,left,54.68,27.09,1.62,7.51,0.12,288.1,109.36,None,2021091910_3027,1.0,5.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,55.28061669175851,26.29046289042906
119399,2021091910,3027,41232.0,12.0,2021-09-19T22:24:30.200,70.0,ATL,left,54.9,27.03,2.48,6.0,0.22,290.26,106.54,None,2021091910_3027,1.0,6.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,55.23095974634203,27.973644872979882
119400,2021091910,3027,41232.0,13.0,2021-09-19T22:24:30.300,70.0,ATL,left,55.17,26.95,3.04,4.2,0.28,291.4,106.43,None,2021091910_3027,1.0,7.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,54.45077963107636,27.644782024037276
119401,2021091910,3027,41232.0,14.0,2021-09-19T22:24:30.400,70.0,ATL,left,55.48,26.86,3.35,2.37,0.32,291.4,106.21,None,2021091910_3027,1.0,8.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,54.76077963107635,27.554782024037276
119402,2021091910,3027,41232.0,15.0,2021-09-19T22:24:30.500,70.0,ATL,left,55.8,26.79,3.45,0.87,0.33,290.8,104.4,None,2021091910_3027,1.0,9.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,55.59870525508162,27.769530717062125
119403,2021091910,3027,41232.0,16.0,2021-09-19T22:24:30.600,70.0,ATL,left,56.15,26.75,3.51,0.74,0.36,289.98,100.68,None,2021091910_3027,1.0,10.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,56.7288522549705,27.56543244166244
119404,2021091910,3027,41232.0,17.0,2021-09-19T22:24:30.700,70.0,ATL,left,56.49,26.69,3.42,1.43,0.34,289.98,98.99,None,2021091910_3027,1.0,11.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,57.0688522549705,27.505432441662442
119405,2021091910,3027,41232.0,18.0,2021-09-19T22:24:30.800,70.0,ATL,left,56.81,26.68,3.2,2.1,0.32,284.44,95.12,None,2021091910_3027,1.0,12.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,56.68446721107271,27.672089471219273
119406,2021091910,3027,41232.0,19.0,2021-09-19T22:24:30.900,70.0,ATL,left,57.12,26.7,3.01,2.46,0.31,275.58,89.85,None,2021091910_3027,1.0,13.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,57.757032816017066,25.92916331735097
119407,2021091910,3027,41232.0,20.0,2021-09-19T22:24:31.000,70.0,ATL,left,57.42,26.74,2.87,2.74,0.31,259.6,84.07,None,2021091910_3027,1.0,14.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,57.01351271666374,27.65365643897797
119408,2021091910,3027,41232.0,21.0,2021-09-19T22:24:31.100,70.0,ATL,left,57.7,26.8,2.71,2.76,0.29,241.81,77.77,None,2021091910_3027,1.0,15.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,56.704287491942836,26.892501898891386
119409,2021091910,3027,41232.0,22.0,2021-09-19T22:24:31.200,70.0,ATL,left,57.97,26.88,2.59,2.57,0.28,221.68,72.32,None,2021091910_3027,1.0,16.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,57.773567773041094,27.860517404339138
119410,2021091910,3027,41232.0,23.0,2021-09-19T22:24:31.300,70.0,ATL,left,58.22,27.0,2.57,2.29,0.28,193.79,66.04,None,2021091910_3027,1.0,17.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,58.76973903962633,26.16466354783793
119411,2021091910,3027,41232.0,24.0,2021-09-19T22:24:31.400,70.0,ATL,left,58.46,27.1,2.47,1.84,0.26,184.1,63.84,None,2021091910_3027,1.0,18.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,58.1484443144485,28.050227896244127
119412,2021091910,3027,41232.0,25.0,2021-09-19T22:24:31.500,70.0,ATL,left,58.68,27.21,2.39,1.61,0.25,182.45,60.49,None,2021091910_3027,1.0,19.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,59.65189952158073,27.445396091622484
119413,2021091910,3027,41232.0,26.0,2021-09-19T22:24:31.600,70.0,ATL,left,58.88,27.32,2.24,1.46,0.23,181.12,59.32,pass_forward,2021091910_3027,1.0,20.0,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews,Pass Block,LT,,,,0.0,0.0,0.0,0.0,41915.0,PP,0.0,59.34037929478884,26.432277687038493
119414,2021091910,3027,41915.0,6.0,2021-09-19T22:24:29.600,58.0,TB,left,52.36,24.82,0.41,2.9,0.04,56.73,77.71,ball_snap,2021091910_3027,1.0,0.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,53.34360431023831,25.00034012554229
119415,2021091910,3027,41915.0,7.0,2021-09-19T22:24:29.700,58.0,TB,left,52.44,24.84,0.92,4.03,0.08,55.99,78.44,None,2021091910_3027,1.0,1.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,53.28796202397657,24.309943016371296
119416,2021091910,3027,41915.0,8.0,2021-09-19T22:24:29.800,58.0,TB,left,52.55,24.86,1.36,4.25,0.12,58.12,76.71,None,2021091910_3027,1.0,2.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,52.549464091436825,25.859999856400997
119417,2021091910,3027,41915.0,9.0,2021-09-19T22:24:29.900,58.0,TB,left,52.72,24.9,1.92,4.36,0.18,60.68,78.62,None,2021091910_3027,1.0,3.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,52.171092441640724,24.0641169385757
119418,2021091910,3027,41915.0,10.0,2021-09-19T22:24:30.000,58.0,TB,left,52.94,24.94,2.42,4.33,0.22,64.2,78.54,None,2021091910_3027,1.0,4.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,53.14126521750684,25.91953678451701
119419,2021091910,3027,41915.0,11.0,2021-09-19T22:24:30.100,58.0,TB,left,53.2,24.99,2.93,5.34,0.26,65.07,79.45,None,2021091910_3027,1.0,5.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,52.58109284599719,25.775464152411896
119420,2021091910,3027,41915.0,12.0,2021-09-19T22:24:30.200,58.0,TB,left,53.51,25.05,3.42,4.36,0.32,66.39,79.53,None,2021091910_3027,1.0,6.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,52.59551145248147,24.64538821512782
119421,2021091910,3027,41915.0,13.0,2021-09-19T22:24:30.300,58.0,TB,left,53.87,25.12,3.87,3.58,0.37,67.97,78.82,None,2021091910_3027,1.0,7.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,54.28301118306236,24.20927404634246
119422,2021091910,3027,41915.0,14.0,2021-09-19T22:24:30.400,58.0,TB,left,54.26,25.2,4.2,2.79,0.4,67.97,78.05,None,2021091910_3027,1.0,8.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,54.67301118306236,24.28927404634246
119423,2021091910,3027,41915.0,15.0,2021-09-19T22:24:30.500,58.0,TB,left,54.67,25.3,4.31,1.71,0.42,71.29,75.83,None,2021091910_3027,1.0,9.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,54.10192466904624,26.1229765600318
119424,2021091910,3027,41915.0,16.0,2021-09-19T22:24:30.600,58.0,TB,left,55.1,25.41,4.45,1.03,0.44,72.43,75.87,None,2021091910_3027,1.0,10.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,54.11499079499627,25.237498214334128
119425,2021091910,3027,41915.0,17.0,2021-09-19T22:24:30.700,58.0,TB,left,55.53,25.52,4.44,0.54,0.44,72.43,74.94,None,2021091910_3027,1.0,11.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,54.54499079499627,25.347498214334127
119426,2021091910,3027,41915.0,18.0,2021-09-19T22:24:30.800,58.0,TB,left,55.96,25.63,4.44,0.53,0.45,58.31,74.75,None,2021091910_3027,1.0,12.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,55.770614867664776,26.61190288300339
119427,2021091910,3027,41915.0,19.0,2021-09-19T22:24:30.900,58.0,TB,left,56.38,25.75,4.37,0.86,0.44,33.69,74.38,None,2021091910_3027,1.0,13.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,55.73327928370909,26.512726894189637
119428,2021091910,3027,41915.0,20.0,2021-09-19T22:24:31.000,58.0,TB,left,56.8,25.87,4.29,1.1,0.43,11.78,73.69,None,2021091910_3027,1.0,14.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,57.50641882028393,25.162205926594005
119429,2021091910,3027,41915.0,21.0,2021-09-19T22:24:31.100,58.0,TB,left,57.21,25.99,4.21,1.23,0.43,0.89,72.89,None,2021091910_3027,1.0,15.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,57.8394120265737,26.76707174752682
119430,2021091910,3027,41915.0,22.0,2021-09-19T22:24:31.200,58.0,TB,left,57.61,26.13,4.17,1.26,0.43,348.67,71.06,None,2021091910_3027,1.0,16.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,56.61109419738473,26.176767483378434
119431,2021091910,3027,41915.0,23.0,2021-09-19T22:24:31.300,58.0,TB,left,57.99,26.27,3.99,1.58,0.4,331.1,69.43,None,2021091910_3027,1.0,17.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,57.65837554117508,25.32658852121194
119432,2021091910,3027,41915.0,24.0,2021-09-19T22:24:31.400,58.0,TB,left,58.36,26.41,3.89,1.5,0.4,324.4,68.8,None,2021091910_3027,1.0,18.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,57.674828121011664,25.681618577774255
119433,2021091910,3027,41915.0,25.0,2021-09-19T22:24:31.500,58.0,TB,left,58.72,26.55,3.73,1.59,0.38,322.22,67.68,None,2021091910_3027,1.0,19.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,58.51471685295401,27.528702625693267
119434,2021091910,3027,41915.0,26.0,2021-09-19T22:24:31.600,58.0,TB,left,59.05,26.69,3.46,1.99,0.35,316.79,67.16,pass_forward,2021091910_3027,1.0,20.0,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett,Pass Rush,ROLB,0.0,0.0,0.0,,,,,,,,58.17767467576756,27.178925892853687
119435,2021091910,3027,47814.0,6.0,2021-09-19T22:24:29.600,76.0,ATL,left,54.27,33.11,0.03,0.25,0.0,282.42,130.3,ball_snap,2021091910_3027,1.0,0.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,55.21817984703091,32.79226586950022
119436,2021091910,3027,47814.0,7.0,2021-09-19T22:24:29.700,76.0,ATL,left,54.28,33.12,0.14,0.66,0.02,282.42,87.31,None,2021091910_3027,1.0,1.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,55.22817984703091,32.80226586950022
119437,2021091910,3027,47814.0,8.0,2021-09-19T22:24:29.800,76.0,ATL,left,54.32,33.12,0.3,0.98,0.03,281.27,81.58,None,2021091910_3027,1.0,2.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,54.41730330230132,32.12474522489904
119438,2021091910,3027,47814.0,9.0,2021-09-19T22:24:29.900,76.0,ATL,left,54.38,33.13,0.52,1.19,0.06,281.27,80.32,None,2021091910_3027,1.0,3.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,54.47730330230132,32.13474522489904
119439,2021091910,3027,47814.0,10.0,2021-09-19T22:24:30.000,76.0,ATL,left,54.45,33.15,0.71,1.12,0.08,281.27,80.41,None,2021091910_3027,1.0,4.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,54.54730330230132,32.15474522489904
119440,2021091910,3027,47814.0,11.0,2021-09-19T22:24:30.100,76.0,ATL,left,54.55,33.15,0.92,1.67,0.1,280.4,82.61,None,2021091910_3027,1.0,5.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,53.85204172813553,32.43386157013049
119441,2021091910,3027,47814.0,12.0,2021-09-19T22:24:30.200,76.0,ATL,left,54.66,33.15,1.16,1.48,0.12,278.83,86.26,None,2021091910_3027,1.0,6.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,53.94330599438032,33.84738777040382
119442,2021091910,3027,47814.0,13.0,2021-09-19T22:24:30.300,76.0,ATL,left,54.79,33.15,1.29,1.07,0.12,277.19,90.32,None,2021091910_3027,1.0,7.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,55.53527676865706,33.81675523102567
119443,2021091910,3027,47814.0,14.0,2021-09-19T22:24:30.400,76.0,ATL,left,54.92,33.13,1.39,0.88,0.14,274.27,94.76,None,2021091910_3027,1.0,8.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,54.339488129407805,32.3157482157824
119444,2021091910,3027,47814.0,15.0,2021-09-19T22:24:30.500,76.0,ATL,left,55.09,33.11,1.56,0.85,0.17,271.19,98.39,None,2021091910_3027,1.0,9.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,55.619290863541536,33.95844044090994
119445,2021091910,3027,47814.0,16.0,2021-09-19T22:24:30.600,76.0,ATL,left,55.25,33.09,1.63,0.5,0.16,266.63,98.86,None,2021091910_3027,1.0,10.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,54.33104564341434,33.484363906198624
119446,2021091910,3027,47814.0,17.0,2021-09-19T22:24:30.700,76.0,ATL,left,55.42,33.07,1.64,0.34,0.16,264.03,99.29,None,2021091910_3027,1.0,11.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,56.410736787659914,33.20579623550495
119447,2021091910,3027,47814.0,18.0,2021-09-19T22:24:30.800,76.0,ATL,left,55.58,33.05,1.61,0.45,0.16,260.48,98.12,None,2021091910_3027,1.0,12.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,54.616815622843426,33.318841692453944
119448,2021091910,3027,47814.0,19.0,2021-09-19T22:24:30.900,76.0,ATL,left,55.73,33.04,1.54,0.7,0.16,257.21,97.21,None,2021091910_3027,1.0,13.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,56.6508281153463,32.6500313064004
119449,2021091910,3027,47814.0,20.0,2021-09-19T22:24:31.000,76.0,ATL,left,55.87,33.02,1.44,0.93,0.14,255.29,96.18,None,2021091910_3027,1.0,14.0,6-6,306,1995-02-22,Washington,T,Kaleb McGary,Pass Block,RT,,,,0.0,0.0,0.0,0.0,35454.0,PP,0.0,55.18850666374449,32.28817568184753
